RF01536	3	Trypanosomatid snoRNA TB10Cs5H3
RF01432	3	small nucleolar RNA snoR143
RF01429	3	small nucleolar RNA snoR130
RF01414	3	Class I RNA from Dictyostelium
RF01365	3	CRISPR RNA direct repeat element
RF01337	3	CRISPR RNA direct repeat element
RF01271	3	Small nucleolar RNA snR30
RF01263	3	Small nucleolar RNA snR191
RF01174	3	Small nucleolar RNA U43
RF01127	3	Small nucleolar RNA sR42
RF01100	3	3'-terminal pseudoknot in BYV
RF01082	3	Pseudoknot of upstream pseudoknot domain (UPD) of the 3'UTR
RF01068	3	Guanidine-II riboswitch aptamer (mini-ykkC)
RF00778	3	microRNA MIR473
RF00747	3	microRNA mir-283
RF00729	3	microRNA mir-278
RF00530	3	Small nucleolar RNA Me28S-Cm2645
RF00518	3	speF leader
RF00511	3	Kaposi's sarcoma-associated herpesvirus internal ribosome entry site
RF00509	3	Small nucleolar RNA snR64
RF00373	3	Archaeal RNase P
RF00352	3	Small nucleolar RNA R21
RF00304	3	Small nucleolar RNA Z279/snoR105/snoR108
RF00224	3	FGF-2 internal ribosome entry site (IRES)
RF00223	3	bip internal ribosome entry site (IRES)
RF00065	3	Small nucleolar RNA snoR9
RF00060	3	HgcE RNA (Pab105)
RF00037	3	Iron response element I
RF04309	2	Hepatitis C virus J7880 RNA
RF04308	2	Hepatitis C virus stem-loop SL2531 and SL2549AU
RF04306	2	Hepatitis C virus stem-loop SL8001 RNA
RF04288	2	mir-9201 microRNA precursor family
RF04250	2	mir-236 microRNA precursor family
RF04238	2	mir-4012 microRNA precursor family
RF04237	2	mir-1490 microRNA precursor family
RF04222	2	Flavivirus Potato leading responsible virus exoribonuclease-resistant RNA
RF04204	2	mir-3473 microRNA precursor family
RF04200	2	mir-9437 microRNA precursor family
RF04192	2	carA ncRNA motif
RF04152	2	mir-3618 microRNA precursor family
RF04107	2	mir-5391 microRNA precursor family
RF04075	2	mir-1545 microRNA precursor family
